"export-plot data (NetLogo 6.3.0)"
"SPARC-factor.nlogo"
"12/06/2022 22:25:23:244 -0500"

"MODEL SETTINGS"
"starting-population","max-oxygen-tank"
"50","1000"

"""Number of Cells vs. Time"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","17.5","0","950","true","""stem cells""","true","2"

"pen name","pen down?","mode","interval","color","x"
"""stem cells""","true","0","1","4","16"
"""non-stem cells""","true","0","1","93","16"

"""stem cells""",,,,"""non-stem cells"""
"x","y","color","pen down?","x","y","color","pen down?"
"0","50","4","true","0","0","93","true"
"1","72","4","true","1","0","93","true"
"2","88","4","true","2","29","93","true"
"3","99","4","true","3","73","93","true"
"4","110","4","true","4","140","93","true"
"5","122","4","true","5","221","93","true"
"6","131","4","true","6","327","93","true"
"7","145","4","true","7","415","93","true"
"8","151","4","true","8","513","93","true"
"9","153","4","true","9","608","93","true"
"10","147","4","true","10","689","93","true"
"11","148","4","true","11","704","93","true"
"12","136","4","true","12","754","93","true"
"13","129","4","true","13","775","93","true"
"14","123","4","true","14","787","93","true"
"15","135","4","true","15","864","93","true"
"16","133","4","true","16","900","93","true"
